phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
C02CA,amr,binary,r_drug,446,30944,alpha-adrenoreceptor antagonists,NA,NA
C02CA,eur,binary,r_drug,2452,95816,alpha-adrenoreceptor antagonists,NA,NA
C02D,afr,binary,r_drug,3291,37014,"arteriolar smooth muscle, agents acting on",NA,NA
C02D,amr,binary,r_drug,904,30486,"arteriolar smooth muscle, agents acting on",NA,NA
C02D,eur,binary,r_drug,3667,94601,"arteriolar smooth muscle, agents acting on",NA,NA
C02DB,afr,binary,r_drug,3223,37082,hydrazinophthalazine derivatives,NA,NA
C02DB,amr,binary,r_drug,856,30534,hydrazinophthalazine derivatives,NA,NA
C02DB,eur,binary,r_drug,3385,94883,hydrazinophthalazine derivatives,NA,NA
C02DD,eur,binary,r_drug,220,98048,nitroferricyanide derivatives,NA,NA
C02L,afr,binary,r_drug,10614,29691,antihypertensives and diuretics in combination,NA,NA
C02L,amr,binary,r_drug,2960,28430,antihypertensives and diuretics in combination,NA,NA
C02L,eas,binary,r_drug,459,3212,antihypertensives and diuretics in combination,NA,NA
C02L,eur,binary,r_drug,28726,69542,antihypertensives and diuretics in combination,NA,NA
C02L,sas,binary,r_drug,350,1940,antihypertensives and diuretics in combination,NA,NA
C02LA,afr,binary,r_drug,10159,30146,rauwolfia alkaloids and diuretics in combination,NA,NA
C02LA,amr,binary,r_drug,2807,28583,rauwolfia alkaloids and diuretics in combination,NA,NA
C02LA,eas,binary,r_drug,422,3249,rauwolfia alkaloids and diuretics in combination,NA,NA
C02LA,eur,binary,r_drug,27134,71134,rauwolfia alkaloids and diuretics in combination,NA,NA
C02LA,sas,binary,r_drug,323,1967,rauwolfia alkaloids and diuretics in combination,NA,NA
C02LB,afr,binary,r_drug,3764,36541,methyldopa and diuretics in combination,NA,NA
C02LB,amr,binary,r_drug,841,30549,methyldopa and diuretics in combination,NA,NA
C02LB,eur,binary,r_drug,8099,90169,methyldopa and diuretics in combination,NA,NA
C02LC,afr,binary,r_drug,4014,36291,imidazoline receptor agonists in combination with diuretics,NA,NA
C02LC,amr,binary,r_drug,717,30673,imidazoline receptor agonists in combination with diuretics,NA,NA
C02LC,eur,binary,r_drug,7578,90690,imidazoline receptor agonists in combination with diuretics,NA,NA
C02LE,afr,binary,r_drug,3783,36522,alpha-adrenoreceptor antagonists and diuretics,NA,NA
C02LE,amr,binary,r_drug,687,30703,alpha-adrenoreceptor antagonists and diuretics,NA,NA
C02LE,eur,binary,r_drug,7104,91164,alpha-adrenoreceptor antagonists and diuretics,NA,NA
C02LF,afr,binary,r_drug,3699,36606,guanidine derivatives and diuretics,NA,NA
C02LF,amr,binary,r_drug,659,30731,guanidine derivatives and diuretics,NA,NA
C02LF,eur,binary,r_drug,6923,91345,guanidine derivatives and diuretics,NA,NA
C02LG,afr,binary,r_drug,9529,30776,hydrazinophthalazine derivatives and diuretics,NA,NA
C02LG,amr,binary,r_drug,2492,28898,hydrazinophthalazine derivatives and diuretics,NA,NA
C02LG,eas,binary,r_drug,410,3261,hydrazinophthalazine derivatives and diuretics,NA,NA
C02LG,eur,binary,r_drug,25023,73245,hydrazinophthalazine derivatives and diuretics,NA,NA
C02LG,sas,binary,r_drug,300,1990,hydrazinophthalazine derivatives and diuretics,NA,NA
C02LK,afr,binary,r_drug,4142,36163,"alkaloids, excl. rauwolfia, in combination with diuretics",NA,NA
C02LK,amr,binary,r_drug,867,30523,"alkaloids, excl. rauwolfia, in combination with diuretics",NA,NA
C02LK,eur,binary,r_drug,8815,89453,"alkaloids, excl. rauwolfia, in combination with diuretics",NA,NA
C02LL,afr,binary,r_drug,3699,36606,mao inhibitors and diuretics,NA,NA
C02LL,amr,binary,r_drug,659,30731,mao inhibitors and diuretics,NA,NA
C02LL,eur,binary,r_drug,6900,91368,mao inhibitors and diuretics,NA,NA
C02LX,afr,binary,r_drug,3699,36606,other antihypertensives and diuretics,NA,NA
C02LX,amr,binary,r_drug,659,30731,other antihypertensives and diuretics,NA,NA
C02LX,eur,binary,r_drug,6900,91368,other antihypertensives and diuretics,NA,NA
C03,afr,binary,r_drug,11011,29294,diuretics,NA,NA
C03,amr,binary,r_drug,4748,26642,diuretics,NA,NA
C03,eas,binary,r_drug,421,3250,diuretics,NA,NA
C03,eur,binary,r_drug,23006,75262,diuretics,NA,NA
C03,sas,binary,r_drug,253,2037,diuretics,NA,NA
C03A,afr,binary,r_drug,6857,33448,"low-ceiling diuretics, thiazides",NA,NA
C03A,amr,binary,r_drug,2128,29262,"low-ceiling diuretics, thiazides",NA,NA
C03A,eur,binary,r_drug,11285,86983,"low-ceiling diuretics, thiazides",NA,NA
C03AA,afr,binary,r_drug,6857,33448,"thiazides, plain",NA,NA
C03AA,amr,binary,r_drug,2128,29262,"thiazides, plain",NA,NA
C03AA,eur,binary,r_drug,11285,86983,"thiazides, plain",NA,NA
C03AB,afr,binary,r_drug,4597,35708,thiazides and potassium in combination,NA,NA
C03AB,amr,binary,r_drug,835,30555,thiazides and potassium in combination,NA,NA
C03AB,eur,binary,r_drug,12585,85683,thiazides and potassium in combination,NA,NA
C03AH,afr,binary,r_drug,1393,38912,"thiazides, combinations with psycholeptics and/or analgesics",NA,NA
C03AH,eur,binary,r_drug,3374,94894,"thiazides, combinations with psycholeptics and/or analgesics",NA,NA
C03AX,afr,binary,r_drug,8067,32238,"thiazides, combinations with other drugs",NA,NA
C03AX,amr,binary,r_drug,1809,29581,"thiazides, combinations with other drugs",NA,NA
C03AX,eas,binary,r_drug,266,3405,"thiazides, combinations with other drugs",NA,NA
C03AX,eur,binary,r_drug,19554,78714,"thiazides, combinations with other drugs",NA,NA
C03AX,sas,binary,r_drug,207,2083,"thiazides, combinations with other drugs",NA,NA
C03B,afr,binary,r_drug,1815,38490,"low-ceiling diuretics, excl. thiazides",NA,NA
C03B,amr,binary,r_drug,668,30722,"low-ceiling diuretics, excl. thiazides",NA,NA
C03B,eur,binary,r_drug,2460,95808,"low-ceiling diuretics, excl. thiazides",NA,NA
C03BA,afr,binary,r_drug,1815,38490,"sulfonamides, plain",NA,NA
C03BA,amr,binary,r_drug,668,30722,"sulfonamides, plain",NA,NA
C03BA,eur,binary,r_drug,2460,95808,"sulfonamides, plain",NA,NA
C03BB,afr,binary,r_drug,3216,37089,sulfonamides and potassium in combination,NA,NA
C03BB,amr,binary,r_drug,545,30845,sulfonamides and potassium in combination,NA,NA
C03BB,eur,binary,r_drug,8771,89497,sulfonamides and potassium in combination,NA,NA
C03C,afr,binary,r_drug,4785,35520,high-ceiling diuretics,NA,NA
C03C,amr,binary,r_drug,2599,28791,high-ceiling diuretics,NA,NA
C03C,eur,binary,r_drug,11590,86678,high-ceiling diuretics,NA,NA
C03CA,afr,binary,r_drug,4783,35522,"sulfonamides, plain",NA,NA
C03CA,amr,binary,r_drug,2595,28795,"sulfonamides, plain",NA,NA
C03CA,eur,binary,r_drug,11571,86697,"sulfonamides, plain",NA,NA
C03CB,afr,binary,r_drug,3615,36690,sulfonamides and potassium in combination,NA,NA
C03CB,amr,binary,r_drug,658,30732,sulfonamides and potassium in combination,NA,NA
C03CB,eur,binary,r_drug,9603,88665,sulfonamides and potassium in combination,NA,NA
C03D,afr,binary,r_drug,2184,38121,potassium-sparing agents,NA,NA
C03D,amr,binary,r_drug,1045,30345,potassium-sparing agents,NA,NA
C03D,eur,binary,r_drug,5317,92951,potassium-sparing agents,NA,NA
C03DA,afr,binary,r_drug,2085,38220,aldosterone antagonists,NA,NA
C03DA,amr,binary,r_drug,1001,30389,aldosterone antagonists,NA,NA
C03DA,eur,binary,r_drug,4705,93563,aldosterone antagonists,NA,NA
C03DB,eur,binary,r_drug,772,97496,other potassium-sparing agents,NA,NA
C03E,afr,binary,r_drug,5124,35181,diuretics and potassium-sparing agents in combination,NA,NA
C03E,amr,binary,r_drug,1036,30354,diuretics and potassium-sparing agents in combination,NA,NA
C03E,eur,binary,r_drug,10981,87287,diuretics and potassium-sparing agents in combination,NA,NA
C03EA,afr,binary,r_drug,4551,35754,low-ceiling diuretics and potassium-sparing agents,NA,NA
C03EA,amr,binary,r_drug,895,30495,low-ceiling diuretics and potassium-sparing agents,NA,NA
C03EA,eur,binary,r_drug,9651,88617,low-ceiling diuretics and potassium-sparing agents,NA,NA
C03EB,afr,binary,r_drug,1848,38457,high-ceiling diuretics and potassium-sparing agents,NA,NA
C03EB,amr,binary,r_drug,384,31006,high-ceiling diuretics and potassium-sparing agents,NA,NA
C03EB,eur,binary,r_drug,4005,94263,high-ceiling diuretics and potassium-sparing agents,NA,NA
C04,afr,binary,r_drug,363,39942,peripheral vasodilators,NA,NA
C04,amr,binary,r_drug,297,31093,peripheral vasodilators,NA,NA
C04,eur,binary,r_drug,2496,95772,peripheral vasodilators,NA,NA
C04A,afr,binary,r_drug,363,39942,peripheral vasodilators,NA,NA
C04A,amr,binary,r_drug,297,31093,peripheral vasodilators,NA,NA
C04A,eur,binary,r_drug,2496,95772,peripheral vasodilators,NA,NA
C04AC,afr,binary,r_drug,223,40082,nicotinic acid and derivatives,NA,NA
C04AC,eur,binary,r_drug,2049,96219,nicotinic acid and derivatives,NA,NA
C04AD,eur,binary,r_drug,228,98040,purine derivatives,NA,NA
C04AE,eur,binary,r_drug,212,98056,ergot alkaloids,NA,NA
C05,afr,binary,r_drug,17742,22563,vasoprotectives,NA,NA
C05,amr,binary,r_drug,11866,19524,vasoprotectives,NA,NA
C05,eas,binary,r_drug,1347,2324,vasoprotectives,NA,NA
C05,eur,binary,r_drug,49196,49072,vasoprotectives,NA,NA
C05,mid,binary,r_drug,277,291,vasoprotectives,NA,NA
C05,sas,binary,r_drug,793,1497,vasoprotectives,NA,NA
C05A,afr,binary,r_drug,19896,20409,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05A,amr,binary,r_drug,11865,19525,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05A,eas,binary,r_drug,1383,2288,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05A,eur,binary,r_drug,52553,45715,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05A,mid,binary,r_drug,284,284,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05A,sas,binary,r_drug,864,1426,agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05AA,afr,binary,r_drug,10020,30285,corticosteroids,NA,NA
C05AA,amr,binary,r_drug,5795,25595,corticosteroids,NA,NA
C05AA,eas,binary,r_drug,870,2801,corticosteroids,NA,NA
C05AA,eur,binary,r_drug,32684,65584,corticosteroids,NA,NA
C05AA,sas,binary,r_drug,538,1752,corticosteroids,NA,NA
C05AD,afr,binary,r_drug,12015,28290,local anesthetics,NA,NA
C05AD,amr,binary,r_drug,7972,23418,local anesthetics,NA,NA
C05AD,eas,binary,r_drug,716,2955,local anesthetics,NA,NA
C05AD,eur,binary,r_drug,30646,67622,local anesthetics,NA,NA
C05AD,sas,binary,r_drug,451,1839,local anesthetics,NA,NA
C05AE,afr,binary,r_drug,2262,38043,muscle relaxants,NA,NA
C05AE,amr,binary,r_drug,829,30561,muscle relaxants,NA,NA
C05AE,eur,binary,r_drug,4826,93442,muscle relaxants,NA,NA
C05AX,afr,binary,r_drug,15198,25107,other agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05AX,amr,binary,r_drug,5602,25788,other agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05AX,eas,binary,r_drug,713,2958,other agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05AX,eur,binary,r_drug,37242,61026,other agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05AX,sas,binary,r_drug,529,1761,other agents for treatment of hemorrhoids and anal fissures for topical use,NA,NA
C05B,afr,binary,r_drug,7049,33256,antivaricose therapy,NA,NA
C05B,amr,binary,r_drug,3971,27419,antivaricose therapy,NA,NA
C05B,eas,binary,r_drug,353,3318,antivaricose therapy,NA,NA
C05B,eur,binary,r_drug,16942,81326,antivaricose therapy,NA,NA
C05B,sas,binary,r_drug,202,2088,antivaricose therapy,NA,NA
C05BA,afr,binary,r_drug,2660,37645,heparins or heparinoids for topical use,NA,NA
C05BA,amr,binary,r_drug,472,30918,heparins or heparinoids for topical use,NA,NA
C05BA,eur,binary,r_drug,3919,94349,heparins or heparinoids for topical use,NA,NA
C05BB,afr,binary,r_drug,5731,34574,sclerosing agents for local injection,NA,NA
C05BB,amr,binary,r_drug,3531,27859,sclerosing agents for local injection,NA,NA
C05BB,eas,binary,r_drug,263,3408,sclerosing agents for local injection,NA,NA
C05BB,eur,binary,r_drug,13315,84953,sclerosing agents for local injection,NA,NA
C05BX,afr,binary,r_drug,473,39832,other sclerosing agents,NA,NA
C05BX,amr,binary,r_drug,262,31128,other sclerosing agents,NA,NA
C05BX,eur,binary,r_drug,3661,94607,other sclerosing agents,NA,NA
C07,afr,binary,r_drug,10036,30269,beta blocking agents,NA,NA
C07,amr,binary,r_drug,6440,24950,beta blocking agents,NA,NA
C07,eas,binary,r_drug,563,3108,beta blocking agents,NA,NA
C07,eur,binary,r_drug,28979,69289,beta blocking agents,NA,NA
C07,sas,binary,r_drug,355,1935,beta blocking agents,NA,NA
C07A,afr,binary,r_drug,9973,30332,beta blocking agents,NA,NA
C07A,amr,binary,r_drug,6429,24961,beta blocking agents,NA,NA
C07A,eas,binary,r_drug,560,3111,beta blocking agents,NA,NA
C07A,eur,binary,r_drug,28890,69378,beta blocking agents,NA,NA
C07A,sas,binary,r_drug,355,1935,beta blocking agents,NA,NA
C07AA,afr,binary,r_drug,1034,39271,"beta blocking agents, non-selective",NA,NA
C07AA,amr,binary,r_drug,832,30558,"beta blocking agents, non-selective",NA,NA
C07AA,eur,binary,r_drug,5330,92938,"beta blocking agents, non-selective",NA,NA
C07AB,afr,binary,r_drug,6797,33508,"beta blocking agents, selective",NA,NA
C07AB,amr,binary,r_drug,3977,27413,"beta blocking agents, selective",NA,NA
C07AB,eas,binary,r_drug,371,3300,"beta blocking agents, selective",NA,NA
C07AB,eur,binary,r_drug,20580,77688,"beta blocking agents, selective",NA,NA
C07AB,sas,binary,r_drug,230,2060,"beta blocking agents, selective",NA,NA
C07AG,afr,binary,r_drug,5477,34828,alpha and beta blocking agents,NA,NA
C07AG,amr,binary,r_drug,3456,27934,alpha and beta blocking agents,NA,NA
C07AG,eas,binary,r_drug,211,3460,alpha and beta blocking agents,NA,NA
C07AG,eur,binary,r_drug,11120,87148,alpha and beta blocking agents,NA,NA
C07B,afr,binary,r_drug,5276,35029,beta blocking agents and thiazides,NA,NA
C07B,amr,binary,r_drug,997,30393,beta blocking agents and thiazides,NA,NA
C07B,eur,binary,r_drug,11522,86746,beta blocking agents and thiazides,NA,NA
C07BA,afr,binary,r_drug,3904,36401,"beta blocking agents, non-selective, and thiazides",NA,NA
C07BA,amr,binary,r_drug,661,30729,"beta blocking agents, non-selective, and thiazides",NA,NA
C07BA,eur,binary,r_drug,7100,91168,"beta blocking agents, non-selective, and thiazides",NA,NA
C07BB,afr,binary,r_drug,4774,35531,"beta blocking agents, selective, and thiazides",NA,NA
C07BB,amr,binary,r_drug,834,30556,"beta blocking agents, selective, and thiazides",NA,NA
C07BB,eur,binary,r_drug,9985,88283,"beta blocking agents, selective, and thiazides",NA,NA
C07BG,afr,binary,r_drug,3270,37035,alpha and beta blocking agents and thiazides,NA,NA
C07BG,amr,binary,r_drug,500,30890,alpha and beta blocking agents and thiazides,NA,NA
C07BG,eur,binary,r_drug,5674,92594,alpha and beta blocking agents and thiazides,NA,NA
C07C,afr,binary,r_drug,5874,34431,beta blocking agents and other diuretics,NA,NA
C07C,amr,binary,r_drug,1132,30258,beta blocking agents and other diuretics,NA,NA
C07C,eur,binary,r_drug,11855,86413,beta blocking agents and other diuretics,NA,NA
C07CA,afr,binary,r_drug,4284,36021,"beta blocking agents, non-selective, and other diuretics",NA,NA
C07CA,amr,binary,r_drug,680,30710,"beta blocking agents, non-selective, and other diuretics",NA,NA
C07CA,eur,binary,r_drug,7443,90825,"beta blocking agents, non-selective, and other diuretics",NA,NA
C07CB,afr,binary,r_drug,5669,34636,"beta blocking agents, selective, and other diuretics",NA,NA
C07CB,amr,binary,r_drug,1100,30290,"beta blocking agents, selective, and other diuretics",NA,NA
C07CB,eur,binary,r_drug,11458,86810,"beta blocking agents, selective, and other diuretics",NA,NA
C07CG,afr,binary,r_drug,3245,37060,alpha and beta blocking agents and other diuretics,NA,NA
C07CG,amr,binary,r_drug,498,30892,alpha and beta blocking agents and other diuretics,NA,NA
C07CG,eur,binary,r_drug,5590,92678,alpha and beta blocking agents and other diuretics,NA,NA
C07D,afr,binary,r_drug,4053,36252,"beta blocking agents, thiazides and other diuretics",NA,NA
C07D,amr,binary,r_drug,649,30741,"beta blocking agents, thiazides and other diuretics",NA,NA
C07D,eur,binary,r_drug,7031,91237,"beta blocking agents, thiazides and other diuretics",NA,NA
C07DA,afr,binary,r_drug,2421,37884,"beta blocking agents, non-selective, thiazides and other diuretics",NA,NA
C07DA,amr,binary,r_drug,394,30996,"beta blocking agents, non-selective, thiazides and other diuretics",NA,NA
C07DA,eur,binary,r_drug,4434,93834,"beta blocking agents, non-selective, thiazides and other diuretics",NA,NA
C07DB,afr,binary,r_drug,3969,36336,"beta blocking agents, selective, thiazides and other diuretics",NA,NA
C07DB,amr,binary,r_drug,615,30775,"beta blocking agents, selective, thiazides and other diuretics",NA,NA
C07DB,eur,binary,r_drug,6807,91461,"beta blocking agents, selective, thiazides and other diuretics",NA,NA
C07F,afr,binary,r_drug,6922,33383,"beta blocking agents, other combinations",NA,NA
C07F,amr,binary,r_drug,1429,29961,"beta blocking agents, other combinations",NA,NA
C07F,eur,binary,r_drug,15392,82876,"beta blocking agents, other combinations",NA,NA
C07FB,afr,binary,r_drug,4947,35358,beta blocking agents and calcium channel blockers,NA,NA
C07FB,amr,binary,r_drug,831,30559,beta blocking agents and calcium channel blockers,NA,NA
C07FB,eur,binary,r_drug,8296,89972,beta blocking agents and calcium channel blockers,NA,NA
C07FX,afr,binary,r_drug,5537,34768,"beta blocking agents, other combinations",NA,NA
C07FX,amr,binary,r_drug,1224,30166,"beta blocking agents, other combinations",NA,NA
C07FX,eur,binary,r_drug,14037,84231,"beta blocking agents, other combinations",NA,NA
C08,afr,binary,r_drug,11109,29196,calcium channel blockers,NA,NA
C08,amr,binary,r_drug,4359,27031,calcium channel blockers,NA,NA
C08,eas,binary,r_drug,445,3226,calcium channel blockers,NA,NA
C08,eur,binary,r_drug,18557,79711,calcium channel blockers,NA,NA
C08,sas,binary,r_drug,260,2030,calcium channel blockers,NA,NA
C08C,afr,binary,r_drug,10137,30168,selective calcium channel blockers with mainly vascular effects,NA,NA
C08C,amr,binary,r_drug,3544,27846,selective calcium channel blockers with mainly vascular effects,NA,NA
C08C,eas,binary,r_drug,366,3305,selective calcium channel blockers with mainly vascular effects,NA,NA
C08C,eur,binary,r_drug,13757,84511,selective calcium channel blockers with mainly vascular effects,NA,NA
C08C,sas,binary,r_drug,205,2085,selective calcium channel blockers with mainly vascular effects,NA,NA
C08CA,afr,binary,r_drug,10137,30168,dihydropyridine derivatives,NA,NA
C08CA,amr,binary,r_drug,3544,27846,dihydropyridine derivatives,NA,NA
C08CA,eas,binary,r_drug,366,3305,dihydropyridine derivatives,NA,NA
C08CA,eur,binary,r_drug,13757,84511,dihydropyridine derivatives,NA,NA
C08CA,sas,binary,r_drug,205,2085,dihydropyridine derivatives,NA,NA
C08D,afr,binary,r_drug,2124,38181,selective calcium channel blockers with direct cardiac effects,NA,NA
C08D,amr,binary,r_drug,1364,30026,selective calcium channel blockers with direct cardiac effects,NA,NA
C08D,eur,binary,r_drug,7416,90852,selective calcium channel blockers with direct cardiac effects,NA,NA
C08DA,afr,binary,r_drug,1231,39074,phenylalkylamine derivatives,NA,NA
C08DA,amr,binary,r_drug,990,30400,phenylalkylamine derivatives,NA,NA
C08DA,eur,binary,r_drug,4222,94046,phenylalkylamine derivatives,NA,NA
C08DB,afr,binary,r_drug,1055,39250,benzothiazepine derivatives,NA,NA
C08DB,amr,binary,r_drug,433,30957,benzothiazepine derivatives,NA,NA
C08DB,eur,binary,r_drug,3791,94477,benzothiazepine derivatives,NA,NA
C08G,afr,binary,r_drug,5609,34696,calcium channel blockers and diuretics,NA,NA
C08G,amr,binary,r_drug,1015,30375,calcium channel blockers and diuretics,NA,NA
C08G,eur,binary,r_drug,9033,89235,calcium channel blockers and diuretics,NA,NA
C08GA,afr,binary,r_drug,5609,34696,calcium channel blockers and diuretics,NA,NA
C08GA,amr,binary,r_drug,1015,30375,calcium channel blockers and diuretics,NA,NA
C08GA,eur,binary,r_drug,9033,89235,calcium channel blockers and diuretics,NA,NA
C09,afr,binary,r_drug,11182,29123,agents acting on the renin-angiotensin system,NA,NA
C09,amr,binary,r_drug,5725,25665,agents acting on the renin-angiotensin system,NA,NA
C09,eas,binary,r_drug,583,3088,agents acting on the renin-angiotensin system,NA,NA
C09,eur,binary,r_drug,25278,72990,agents acting on the renin-angiotensin system,NA,NA
C09,sas,binary,r_drug,354,1936,agents acting on the renin-angiotensin system,NA,NA
C09A,afr,binary,r_drug,7920,32385,"ace inhibitors, plain",NA,NA
C09A,amr,binary,r_drug,4300,27090,"ace inhibitors, plain",NA,NA
C09A,eas,binary,r_drug,339,3332,"ace inhibitors, plain",NA,NA
C09A,eur,binary,r_drug,18265,80003,"ace inhibitors, plain",NA,NA
C09A,sas,binary,r_drug,232,2058,"ace inhibitors, plain",NA,NA
C09AA,afr,binary,r_drug,7920,32385,"ace inhibitors, plain",NA,NA
C09AA,amr,binary,r_drug,4300,27090,"ace inhibitors, plain",NA,NA
C09AA,eas,binary,r_drug,339,3332,"ace inhibitors, plain",NA,NA
C09AA,eur,binary,r_drug,18265,80003,"ace inhibitors, plain",NA,NA
C09AA,sas,binary,r_drug,232,2058,"ace inhibitors, plain",NA,NA
C09B,afr,binary,r_drug,7396,32909,"ace inhibitors, combinations",NA,NA
C09B,amr,binary,r_drug,1621,29769,"ace inhibitors, combinations",NA,NA
C09B,eur,binary,r_drug,13858,84410,"ace inhibitors, combinations",NA,NA
C09BA,afr,binary,r_drug,7030,33275,ace inhibitors and diuretics,NA,NA
C09BA,amr,binary,r_drug,1474,29916,ace inhibitors and diuretics,NA,NA
C09BA,eur,binary,r_drug,11726,86542,ace inhibitors and diuretics,NA,NA
C09BB,afr,binary,r_drug,5773,34532,ace inhibitors and calcium channel blockers,NA,NA
C09BB,amr,binary,r_drug,1091,30299,ace inhibitors and calcium channel blockers,NA,NA
C09BB,eur,binary,r_drug,10749,87519,ace inhibitors and calcium channel blockers,NA,NA
C09BX,afr,binary,r_drug,4225,36080,"ace inhibitors, other combinations",NA,NA
C09BX,amr,binary,r_drug,610,30780,"ace inhibitors, other combinations",NA,NA
C09BX,eur,binary,r_drug,5876,92392,"ace inhibitors, other combinations",NA,NA
C09C,afr,binary,r_drug,4448,35857,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09C,amr,binary,r_drug,2120,29270,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09C,eas,binary,r_drug,329,3342,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09C,eur,binary,r_drug,10435,87833,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09CA,afr,binary,r_drug,4448,35857,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09CA,amr,binary,r_drug,2120,29270,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09CA,eas,binary,r_drug,329,3342,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09CA,eur,binary,r_drug,10435,87833,"angiotensin ii receptor blockers (arbs), plain",NA,NA
C09D,afr,binary,r_drug,6614,33691,"angiotensin ii receptor blockers (arbs), combinations",NA,NA
C09D,amr,binary,r_drug,1438,29952,"angiotensin ii receptor blockers (arbs), combinations",NA,NA
C09D,eur,binary,r_drug,11382,86886,"angiotensin ii receptor blockers (arbs), combinations",NA,NA
C09DA,afr,binary,r_drug,6268,34037,angiotensin ii receptor blockers (arbs) and diuretics,NA,NA
C09DA,amr,binary,r_drug,1258,30132,angiotensin ii receptor blockers (arbs) and diuretics,NA,NA
C09DA,eur,binary,r_drug,10416,87852,angiotensin ii receptor blockers (arbs) and diuretics,NA,NA
C09DB,afr,binary,r_drug,4891,35414,angiotensin ii receptor blockers (arbs) and calcium channel blockers,NA,NA
C09DB,amr,binary,r_drug,817,30573,angiotensin ii receptor blockers (arbs) and calcium channel blockers,NA,NA
C09DB,eur,binary,r_drug,7752,90516,angiotensin ii receptor blockers (arbs) and calcium channel blockers,NA,NA
C09DX,afr,binary,r_drug,4577,35728,"angiotensin ii receptor blockers (arbs), other combinations",NA,NA
C09DX,amr,binary,r_drug,760,30630,"angiotensin ii receptor blockers (arbs), other combinations",NA,NA
C09DX,eur,binary,r_drug,6524,91744,"angiotensin ii receptor blockers (arbs), other combinations",NA,NA
C10,afr,binary,r_drug,10607,29698,lipid modifying agents,NA,NA
C10,amr,binary,r_drug,6087,25303,lipid modifying agents,NA,NA
C10,eas,binary,r_drug,719,2952,lipid modifying agents,NA,NA
C10,eur,binary,r_drug,32549,65719,lipid modifying agents,NA,NA
C10,sas,binary,r_drug,465,1825,lipid modifying agents,NA,NA
C10A,afr,binary,r_drug,10589,29716,"lipid modifying agents, plain",NA,NA
C10A,amr,binary,r_drug,6085,25305,"lipid modifying agents, plain",NA,NA
C10A,eas,binary,r_drug,718,2953,"lipid modifying agents, plain",NA,NA
C10A,eur,binary,r_drug,32518,65750,"lipid modifying agents, plain",NA,NA
C10A,sas,binary,r_drug,465,1825,"lipid modifying agents, plain",NA,NA
C10AA,afr,binary,r_drug,10265,30040,hmg coa reductase inhibitors,NA,NA
C10AA,amr,binary,r_drug,5679,25711,hmg coa reductase inhibitors,NA,NA
C10AA,eas,binary,r_drug,675,2996,hmg coa reductase inhibitors,NA,NA
C10AA,eur,binary,r_drug,30173,68095,hmg coa reductase inhibitors,NA,NA
C10AA,sas,binary,r_drug,427,1863,hmg coa reductase inhibitors,NA,NA
C10AB,afr,binary,r_drug,371,39934,fibrates,NA,NA
C10AB,amr,binary,r_drug,590,30800,fibrates,NA,NA
C10AB,eur,binary,r_drug,2596,95672,fibrates,NA,NA
C10AC,afr,binary,r_drug,282,40023,bile acid sequestrants,NA,NA
C10AC,amr,binary,r_drug,210,31180,bile acid sequestrants,NA,NA
C10AC,eur,binary,r_drug,2171,96097,bile acid sequestrants,NA,NA
C10AD,afr,binary,r_drug,12301,28004,nicotinic acid and derivatives,NA,NA
C10AD,amr,binary,r_drug,4211,27179,nicotinic acid and derivatives,NA,NA
C10AD,eas,binary,r_drug,590,3081,nicotinic acid and derivatives,NA,NA
C10AD,eur,binary,r_drug,33931,64337,nicotinic acid and derivatives,NA,NA
C10AD,sas,binary,r_drug,450,1840,nicotinic acid and derivatives,NA,NA
C10AX,afr,binary,r_drug,599,39706,other lipid modifying agents,NA,NA
C10AX,amr,binary,r_drug,436,30954,other lipid modifying agents,NA,NA
C10AX,eur,binary,r_drug,3599,94669,other lipid modifying agents,NA,NA
C10B,afr,binary,r_drug,7045,33260,"lipid modifying agents, combinations",NA,NA
C10B,amr,binary,r_drug,1601,29789,"lipid modifying agents, combinations",NA,NA
C10B,eas,binary,r_drug,212,3459,"lipid modifying agents, combinations",NA,NA
C10B,eur,binary,r_drug,16957,81311,"lipid modifying agents, combinations",NA,NA
C10BA,afr,binary,r_drug,3356,36949,hmg coa reductase inhibitors in combination with other lipid modifying agents,NA,NA
C10BA,amr,binary,r_drug,859,30531,hmg coa reductase inhibitors in combination with other lipid modifying agents,NA,NA
