File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAF_Adj_LLD_AFR	1.6675e-03	-5.9161e-01	4.8946e-01	-3.5479e+02	2.9353e+02	2.8089e-01
Recomb_Rate_10kb	1.5151e+00	4.4444e+00	2.4485e+00	2.9333e+00	1.6160e+00	3.3981e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.2116e+00	1.6006e+00	7.2177e-01	3.5971e-01	2.1406e-01
Backgrd_Selection_Stat	1.8503e-01	1.4053e-01	7.8296e-02	7.5950e-01	4.2315e-01	5.9735e-01
CpG_Content_50kb	1.0097e-02	1.5016e-02	3.0270e-03	1.4872e+00	2.9978e-01	1.2905e-02

---

File: Phe_241_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.0595e-01	3.0435e-01	4.8094e+01	4.7844e+01	2.4029e-01
020222_ATAC_Stim_UT	6.4117e-03	4.8345e-01	3.8394e-01	7.5402e+01	5.9882e+01	1.0523e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.6693e-02	1.1385e-01	-2.9885e+01	2.0383e+02	8.8247e-01
ASoC_UT_11samp_WGS	4.8543e-04	-2.1726e-01	1.3318e-01	-4.4755e+02	2.7436e+02	1.5522e-02
MAFbin1	6.1034e-02	-2.2186e-01	2.1566e-01	-3.6351e+00	3.5335e+00	6.1907e-02
MAFbin2	5.9542e-02	-2.9083e-01	2.6618e-01	-4.8844e+00	4.4705e+00	6.4450e-02
MAFbin3	5.9394e-02	4.1981e-01	2.9266e-01	7.0683e+00	4.9275e+00	8.6331e-02
MAFbin4	6.0043e-02	-5.2291e-02	2.8769e-01	-8.7089e-01	4.7914e+00	6.7801e-01
MAFbin5	5.8625e-02	1.6933e-01	3.0655e-01	2.8884e+00	5.2290e+00	7.0646e-01
MAFbin6	5.9415e-02	-2.5520e-01	2.1072e-01	-4.2952e+00	3.5466e+00	2.4066e-02
MAFbin7	5.9469e-02	2.3703e-02	1.6542e-01	3.9857e-01	2.7815e+00	8.3166e-01
MAFbin8	5.9765e-02	5.6159e-01	4.3680e-01	9.3966e+00	7.3087e+00	1.3948e-01
MAFbin9	6.0284e-02	-1.4065e-01	2.6540e-01	-2.3332e+00	4.4025e+00	4.1498e-01
MAFbin10	5.8711e-02	-8.8903e-02	2.1353e-01	-1.5142e+00	3.6369e+00	4.4381e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.0753e+00	7.4294e-01	-5.3155e+05	3.6727e+05	1.4634e-01
MAF_Adj_LLD_AFR	1.6675e-03	-5.1531e-01	4.0250e-01	-3.0903e+02	2.4138e+02	2.3141e-01
Recomb_Rate_10kb	1.5151e+00	4.0311e+00	2.6302e+00	2.6605e+00	1.7359e+00	4.0896e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.0975e+00	1.0910e+00	1.1456e+00	2.4519e-01	5.5358e-01
Backgrd_Selection_Stat	1.8503e-01	1.0545e-01	7.3007e-02	5.6990e-01	3.9456e-01	3.0069e-01
CpG_Content_50kb	1.0097e-02	1.5271e-02	2.5970e-03	1.5124e+00	2.5720e-01	1.0041e-02

---

File: Phe_241_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.5222e-01	1.8904e-01	2.3928e+01	2.9717e+01	4.2141e-01
020222_ATAC_Stim_UT	6.4117e-03	2.3418e-01	2.1288e-01	3.6524e+01	3.3202e+01	2.5267e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-8.2112e-02	8.3638e-02	-1.4701e+02	1.4974e+02	2.7459e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.4613e-01	6.9275e-02	-3.0103e+02	1.4271e+02	1.1092e-02
MAFbin1	6.1034e-02	-1.1578e-01	1.0263e-01	-1.8970e+00	1.6816e+00	4.9050e-02
MAFbin2	5.9542e-02	-1.8705e-01	1.5864e-01	-3.1414e+00	2.6643e+00	6.8778e-02
MAFbin3	5.9394e-02	3.3524e-01	1.8535e-01	5.6443e+00	3.1207e+00	9.2332e-02
MAFbin4	6.0043e-02	-2.7235e-02	2.1535e-01	-4.5359e-01	3.5866e+00	6.8048e-01
MAFbin5	5.8625e-02	2.8049e-01	2.4091e-01	4.7846e+00	4.1094e+00	3.2178e-01
MAFbin6	5.9415e-02	-7.2583e-02	1.1876e-01	-1.2216e+00	1.9989e+00	2.1894e-01
MAFbin7	5.9469e-02	-5.5123e-02	7.2332e-02	-9.2692e-01	1.2163e+00	1.1269e-01
MAFbin8	5.9765e-02	2.7512e-01	2.1881e-01	4.6033e+00	3.6611e+00	2.9348e-01
MAFbin9	6.0284e-02	-1.4959e-01	1.4551e-01	-2.4815e+00	2.4138e+00	1.4876e-01
MAFbin10	5.8711e-02	-9.1620e-02	1.3158e-01	-1.5605e+00	2.2411e+00	2.4909e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-8.4083e-01	5.0512e-01	-4.1567e+05	2.4971e+05	9.5059e-02
MAF_Adj_LLD_AFR	1.6675e-03	-5.0629e-01	2.6792e-01	-3.0363e+02	1.6068e+02	6.2269e-02
Recomb_Rate_10kb	1.5151e+00	1.6159e+00	1.7886e+00	1.0665e+00	1.1805e+00	9.5535e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.1022e+00	6.3562e-01	1.1467e+00	1.4285e-01	3.3283e-01
Backgrd_Selection_Stat	1.8503e-01	2.0196e-01	5.0084e-02	1.0915e+00	2.7067e-01	7.2350e-01
CpG_Content_50kb	1.0097e-02	1.2793e-02	1.2189e-03	1.2670e+00	1.2072e-01	2.9943e-02

---

File: Phe_244_4_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.7344e-02	1.6862e-01	2.7264e+00	2.6507e+01	9.4637e-01
020222_ATAC_Stim_UT	6.4117e-03	1.1480e-02	1.6409e-01	1.7905e+00	2.5593e+01	9.7462e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-6.8799e-02	4.0268e-02	-1.2317e+02	7.2094e+01	1.0066e-01
ASoC_UT_11samp_WGS	4.8543e-04	-5.7371e-02	3.1026e-02	-1.1819e+02	6.3913e+01	7.1792e-02
MAFbin1	6.1034e-02	1.8373e-01	1.2697e-01	3.0104e+00	2.0802e+00	2.8951e-01
MAFbin2	5.9542e-02	1.2952e-01	1.0146e-01	2.1753e+00	1.7040e+00	4.9884e-01
MAFbin3	5.9394e-02	-1.2614e-01	7.9859e-02	-2.1238e+00	1.3446e+00	1.2585e-02
MAFbin4	6.0043e-02	2.2564e-02	9.1562e-02	3.7579e-01	1.5249e+00	6.6775e-01
MAFbin5	5.8625e-02	3.5064e-02	1.3431e-01	5.9812e-01	2.2910e+00	8.5774e-01
MAFbin6	5.9415e-02	3.3082e-01	1.3840e-01	5.5681e+00	2.3293e+00	3.2005e-02
MAFbin7	5.9469e-02	1.9224e-01	1.2049e-01	3.2325e+00	2.0262e+00	2.5829e-01
MAFbin8	5.9765e-02	-8.2537e-02	8.3426e-02	-1.3810e+00	1.3959e+00	8.8248e-02
MAFbin9	6.0284e-02	1.2925e-01	1.6747e-01	2.1440e+00	2.7781e+00	6.6700e-01
MAFbin10	5.8711e-02	3.6540e-02	1.5993e-01	6.2237e-01	2.7240e+00	8.8522e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.1881e-01	3.8662e-01	-1.0817e+05	1.9113e+05	5.7246e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.2947e+00	3.1359e-01	-7.7646e+02	1.8806e+02	1.2575e-03
Recomb_Rate_10kb	1.5151e+00	2.1343e+00	1.1852e+00	1.4087e+00	7.8226e-01	5.8692e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.4340e+00	7.3676e-01	7.7175e-01	1.6558e-01	9.1662e-02
Backgrd_Selection_Stat	1.8503e-01	1.6610e-01	4.3943e-02	8.9768e-01	2.3749e-01	6.6480e-01
CpG_Content_50kb	1.0097e-02	1.4476e-02	1.3379e-03	1.4336e+00	1.3250e-01	1.1594e-04

---

File: Phe_244_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-5.9533e-03	1.6994e-01	-9.3586e-01	2.6715e+01	9.3984e-01
020222_ATAC_Stim_UT	6.4117e-03	-1.8833e-02	1.6518e-01	-2.9373e+00	2.5762e+01	8.7401e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-7.1222e-02	3.8003e-02	-1.2751e+02	6.8038e+01	7.6532e-02
ASoC_UT_11samp_WGS	4.8543e-04	-5.0096e-02	3.3233e-02	-1.0320e+02	6.8460e+01	1.4263e-01
MAFbin1	6.1034e-02	1.7716e-01	1.2160e-01	2.9027e+00	1.9923e+00	2.8893e-01
MAFbin2	5.9542e-02	1.0113e-01	9.0312e-02	1.6985e+00	1.5168e+00	6.4966e-01
MAFbin3	5.9394e-02	-1.0443e-01	7.9321e-02	-1.7582e+00	1.3355e+00	2.9090e-02
MAFbin4	6.0043e-02	3.8889e-02	9.1429e-02	6.4768e-01	1.5227e+00	8.0907e-01
MAFbin5	5.8625e-02	2.4176e-02	1.2682e-01	4.1238e-01	2.1632e+00	7.8027e-01
MAFbin6	5.9415e-02	3.6311e-01	1.4025e-01	6.1114e+00	2.3606e+00	1.6009e-02
MAFbin7	5.9469e-02	1.9514e-01	1.2205e-01	3.2814e+00	2.0524e+00	2.4538e-01
MAFbin8	5.9765e-02	-5.3672e-02	8.4591e-02	-8.9805e-01	1.4154e+00	1.9365e-01
MAFbin9	6.0284e-02	9.6259e-02	1.6556e-01	1.5968e+00	2.7464e+00	8.2169e-01
MAFbin10	5.8711e-02	7.4548e-03	1.6545e-01	1.2697e-01	2.8181e+00	7.4338e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.3525e-01	3.8184e-01	-1.6573e+05	1.8877e+05	3.8840e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.3309e+00	3.0181e-01	-7.9812e+02	1.8100e+02	1.0162e-03
Recomb_Rate_10kb	1.5151e+00	2.1277e+00	1.2470e+00	1.4043e+00	8.2305e-01	6.0671e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.4343e+00	7.5423e-01	7.7181e-01	1.6950e-01	9.7250e-02
Backgrd_Selection_Stat	1.8503e-01	1.5978e-01	4.2754e-02	8.6351e-01	2.3106e-01	5.5846e-01
CpG_Content_50kb	1.0097e-02	1.4505e-02	1.3629e-03	1.4365e+00	1.3498e-01	7.7638e-05

---

File: Phe_250_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	4.6601e-01	5.7125e-01	7.3256e+01	8.9800e+01	1.9917e-01
020222_ATAC_Stim_UT	6.4117e-03	8.7424e-01	8.8652e-01	1.3635e+02	1.3827e+02	2.9938e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	4.7376e-01	5.2556e-01	8.4818e+02	9.4092e+02	6.9108e-02
ASoC_UT_11samp_WGS	4.8543e-04	-1.4059e-01	1.9602e-01	-2.8961e+02	4.0380e+02	3.8637e-01
MAFbin1	6.1034e-02	-2.4151e-01	3.9986e-01	-3.9570e+00	6.5514e+00	2.2445e-01
MAFbin2	5.9542e-02	-9.6173e-02	4.3441e-01	-1.6152e+00	7.2958e+00	7.1670e-01
MAFbin3	5.9394e-02	1.7900e-01	3.2153e-01	3.0137e+00	5.4135e+00	7.0669e-01
MAFbin4	6.0043e-02	5.2545e-01	6.2466e-01	8.7513e+00	1.0404e+01	3.3507e-01
MAFbin5	5.8625e-02	8.4932e-01	9.6215e-01	1.4487e+01	1.6412e+01	2.1854e-01
MAFbin6	5.9415e-02	-7.7935e-01	8.5265e-01	-1.3117e+01	1.4351e+01	2.5904e-02
MAFbin7	5.9469e-02	-2.1925e-01	2.9909e-01	-3.6868e+00	5.0293e+00	1.5406e-01
MAFbin8	5.9765e-02	1.6303e-01	3.6310e-01	2.7279e+00	6.0755e+00	7.5328e-01
MAFbin9	6.0284e-02	-1.2564e-01	3.5063e-01	-2.0841e+00	5.8163e+00	5.5904e-01
MAFbin10	5.8711e-02	3.2088e-01	4.2716e-01	5.4655e+00	7.2756e+00	4.6414e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-7.9683e-01	1.8449e+00	-3.9392e+05	9.1201e+05	7.4521e-01
MAF_Adj_LLD_AFR	1.6675e-03	1.4952e+00	2.0004e+00	8.9666e+02	1.1996e+03	1.6186e-01
Recomb_Rate_10kb	1.5151e+00	-1.5870e+00	5.4291e+00	-1.0474e+00	3.5832e+00	4.0994e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.7208e+00	1.6928e+00	1.0609e+00	3.8045e-01	8.6571e-01
Backgrd_Selection_Stat	1.8503e-01	3.1935e-01	1.7111e-01	1.7259e+00	9.2472e-01	3.2002e-01
CpG_Content_50kb	1.0097e-02	1.3888e-02	3.8445e-03	1.3754e+00	3.8075e-01	2.0874e-01

---

File: Phe_250_22_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.0511e-01	1.5128e-01	-1.6523e+01	2.3782e+01	4.2468e-01
020222_ATAC_Stim_UT	6.4117e-03	-1.5045e-01	1.5858e-01	-2.3465e+01	2.4732e+01	2.6377e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	7.2922e-02	5.9150e-02	1.3056e+02	1.0590e+02	2.0536e-01
ASoC_UT_11samp_WGS	4.8543e-04	-7.6074e-02	3.8629e-02	-1.5671e+02	7.9576e+01	1.2623e-02
MAFbin1	6.1034e-02	-3.9933e-02	9.7547e-02	-6.5427e-01	1.5982e+00	2.2535e-01
MAFbin2	5.9542e-02	1.5950e-02	1.3336e-01	2.6788e-01	2.2399e+00	7.3589e-01
MAFbin3	5.9394e-02	1.6387e-01	1.4155e-01	2.7591e+00	2.3833e+00	4.6972e-01
MAFbin4	6.0043e-02	4.0976e-01	2.1533e-01	6.8245e+00	3.5863e+00	4.7751e-02
MAFbin5	5.8625e-02	6.1164e-02	1.5349e-01	1.0433e+00	2.6182e+00	9.8759e-01
MAFbin6	5.9415e-02	1.4905e-01	1.1196e-01	2.5087e+00	1.8844e+00	4.1671e-01
MAFbin7	5.9469e-02	-1.0341e-01	9.9603e-02	-1.7390e+00	1.6749e+00	5.5356e-02
MAFbin8	5.9765e-02	2.4818e-01	1.5910e-01	4.1526e+00	2.6621e+00	1.7550e-01
MAFbin9	6.0284e-02	-1.5256e-01	1.5629e-01	-2.5306e+00	2.5926e+00	9.0830e-02
MAFbin10	5.8711e-02	9.0897e-02	1.0433e-01	1.5482e+00	1.7770e+00	7.4592e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.1701e-01	7.0085e-01	-1.5672e+05	3.4647e+05	6.8228e-01
MAF_Adj_LLD_AFR	1.6675e-03	-4.0430e-01	3.6285e-01	-2.4246e+02	2.1760e+02	3.2200e-01
Recomb_Rate_10kb	1.5151e+00	1.1307e+00	1.5248e+00	7.4628e-01	1.0064e+00	7.8924e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.8453e+00	5.4462e-01	8.6418e-01	1.2240e-01	2.2781e-01
Backgrd_Selection_Stat	1.8503e-01	2.0561e-01	4.6787e-02	1.1112e+00	2.5285e-01	6.4433e-01
CpG_Content_50kb	1.0097e-02	1.2712e-02	1.4205e-03	1.2589e+00	1.4069e-01	7.6959e-02

---

File: Phe_250_23_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.0584e-01	1.6039e-01	4.8077e+01	2.5213e+01	7.6522e-02
020222_ATAC_Stim_UT	6.4117e-03	5.4939e-01	2.3003e-01	8.5687e+01	3.5877e+01	2.2577e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	1.9312e-01	1.2644e-01	3.4574e+02	2.2637e+02	1.1575e-01
ASoC_UT_11samp_WGS	4.8543e-04	-2.5060e-02	4.7161e-02	-5.1624e+01	9.7153e+01	5.6936e-01
MAFbin1	6.1034e-02	-4.5884e-02	1.1656e-01	-7.5178e-01	1.9098e+00	2.7632e-01
MAFbin2	5.9542e-02	1.0859e-01	1.6243e-01	1.8238e+00	2.7281e+00	7.6188e-01
MAFbin3	5.9394e-02	-3.0625e-02	1.0581e-01	-5.1563e-01	1.7815e+00	3.5924e-01
MAFbin4	6.0043e-02	1.6697e-01	1.6261e-01	2.7808e+00	2.7082e+00	4.9632e-01
MAFbin5	5.8625e-02	1.6140e-01	2.0793e-01	2.7531e+00	3.5469e+00	6.0991e-01
MAFbin6	5.9415e-02	9.7328e-03	1.5851e-01	1.6381e-01	2.6678e+00	7.3275e-01
MAFbin7	5.9469e-02	9.1133e-02	1.1500e-01	1.5324e+00	1.9338e+00	7.8039e-01
MAFbin8	5.9765e-02	2.7689e-01	2.2240e-01	4.6329e+00	3.7212e+00	2.6244e-01
MAFbin9	6.0284e-02	-1.4030e-01	1.8951e-01	-2.3274e+00	3.1437e+00	1.9632e-01
MAFbin10	5.8711e-02	-7.6857e-02	1.6633e-01	-1.3091e+00	2.8330e+00	4.1262e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-7.6787e-01	7.7305e-01	-3.7960e+05	3.8216e+05	4.0569e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.1824e-01	4.6194e-01	-1.3088e+02	2.7703e+02	6.5061e-01
Recomb_Rate_10kb	1.5151e+00	2.1681e+00	1.6498e+00	1.4310e+00	1.0889e+00	7.0383e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.2159e+00	6.4417e-01	9.4746e-01	1.4477e-01	7.1284e-01
Backgrd_Selection_Stat	1.8503e-01	1.8826e-01	5.5321e-02	1.0174e+00	2.9898e-01	9.4839e-01
CpG_Content_50kb	1.0097e-02	1.5650e-02	2.0293e-03	1.5500e+00	2.0098e-01	1.2081e-02

---

File: Phe_250_24_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.5367e-01	9.3790e-02	2.4156e+01	1.4744e+01	1.3555e-01
020222_ATAC_Stim_UT	6.4117e-03	1.2981e-01	1.2275e-01	2.0246e+01	1.9145e+01	3.3275e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.1904e-01	6.8702e-02	2.1312e+02	1.2300e+02	6.4318e-02
ASoC_UT_11samp_WGS	4.8543e-04	-2.0354e-02	2.3852e-02	-4.1930e+01	4.9136e+01	3.7986e-01
MAFbin1	6.1034e-02	-1.3315e-01	7.7630e-02	-2.1815e+00	1.2719e+00	1.3281e-03
MAFbin2	5.9542e-02	7.9835e-02	7.8816e-02	1.3408e+00	1.3237e+00	7.9657e-01
MAFbin3	5.9394e-02	1.6360e-01	9.3017e-02	2.7545e+00	1.5661e+00	2.5808e-01
MAFbin4	6.0043e-02	1.4313e-01	7.0292e-02	2.3837e+00	1.1707e+00	2.1443e-01
MAFbin5	5.8625e-02	2.8828e-01	1.9760e-01	4.9174e+00	3.3707e+00	2.2245e-01
MAFbin6	5.9415e-02	-1.6029e-02	1.0379e-01	-2.6978e-01	1.7468e+00	4.5103e-01
MAFbin7	5.9469e-02	-9.3729e-02	6.2198e-02	-1.5761e+00	1.0459e+00	4.3696e-03
MAFbin8	5.9765e-02	2.1587e-01	1.0008e-01	3.6120e+00	1.6746e+00	8.4060e-02
MAFbin9	6.0284e-02	-9.1168e-02	9.2749e-02	-1.5123e+00	1.5385e+00	9.1706e-02
MAFbin10	5.8711e-02	9.3305e-02	1.1088e-01	1.5892e+00	1.8886e+00	7.5191e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.9531e-01	7.2343e-01	1.4599e+05	3.5763e+05	6.8427e-01
MAF_Adj_LLD_AFR	1.6675e-03	-9.0183e-02	3.3994e-01	-5.4084e+01	2.0386e+02	7.9834e-01
Recomb_Rate_10kb	1.5151e+00	2.8103e+00	1.0902e+00	1.8548e+00	7.1955e-01	2.4774e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.6864e+00	4.2458e-01	1.0532e+00	9.5418e-02	5.7060e-01
Backgrd_Selection_Stat	1.8503e-01	1.7954e-01	3.8991e-02	9.7031e-01	2.1072e-01	8.8572e-01
CpG_Content_50kb	1.0097e-02	1.2859e-02	1.0230e-03	1.2735e+00	1.0131e-01	1.1468e-02

---

File: Phe_250_2_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.0169e-01	9.2394e-02	1.5985e+01	1.4524e+01	3.1213e-01
020222_ATAC_Stim_UT	6.4117e-03	1.3339e-01	1.0709e-01	2.0804e+01	1.6702e+01	2.5044e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	6.0925e-02	4.5098e-02	1.0908e+02	8.0740e+01	1.7251e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.4042e-02	2.0589e-02	-2.8926e+01	4.2414e+01	4.8653e-01
MAFbin1	6.1034e-02	-4.0331e-02	6.3938e-02	-6.6080e-01	1.0476e+00	6.9877e-02
MAFbin2	5.9542e-02	3.3288e-02	6.5062e-02	5.5907e-01	1.0927e+00	6.8708e-01
MAFbin3	5.9394e-02	3.9097e-02	7.8764e-02	6.5827e-01	1.3261e+00	7.9607e-01
MAFbin4	6.0043e-02	7.4497e-02	6.4828e-02	1.2407e+00	1.0797e+00	8.2347e-01
MAFbin5	5.8625e-02	2.5082e-01	1.4420e-01	4.2785e+00	2.4597e+00	1.5067e-01
MAFbin6	5.9415e-02	5.8015e-02	9.0279e-02	9.7644e-01	1.5195e+00	9.8749e-01
MAFbin7	5.9469e-02	9.9162e-03	5.2628e-02	1.6674e-01	8.8495e-01	3.4777e-01
MAFbin8	5.9765e-02	1.9993e-01	1.0687e-01	3.3453e+00	1.7882e+00	1.5120e-01
MAFbin9	6.0284e-02	7.2979e-02	1.0090e-01	1.2106e+00	1.6737e+00	8.9708e-01
MAFbin10	5.8711e-02	-1.3382e-02	1.2264e-01	-2.2794e-01	2.0889e+00	5.3214e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.0985e-01	5.6572e-01	-5.4305e+04	2.7967e+05	8.5005e-01
MAF_Adj_LLD_AFR	1.6675e-03	-5.0270e-01	2.9324e-01	-3.0147e+02	1.7586e+02	1.4010e-01
Recomb_Rate_10kb	1.5151e+00	2.8419e+00	8.2098e-01	1.8757e+00	5.4186e-01	1.1873e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1006e+00	3.5409e-01	9.2156e-01	7.9577e-02	3.2852e-01
Backgrd_Selection_Stat	1.8503e-01	1.7190e-01	3.3905e-02	9.2901e-01	1.8324e-01	6.9458e-01
CpG_Content_50kb	1.0097e-02	1.4089e-02	1.0784e-03	1.3954e+00	1.0680e-01	1.0696e-03

---

File: Phe_250_41_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-2.9367e+00	3.3064e+01	-4.6165e+02	5.1977e+03	2.2923e-01
020222_ATAC_Stim_UT	6.4117e-03	-2.6445e+00	2.9241e+01	-4.1245e+02	4.5606e+03	1.4873e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.2482e-01	2.8875e+00	2.2347e+02	5.1697e+03	9.2578e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.5205e+00	1.9601e+01	3.1322e+03	4.0379e+04	2.2560e-01
MAFbin1	6.1034e-02	-9.5030e-02	2.9151e+00	-1.5570e+00	4.7763e+01	8.9363e-01
MAFbin2	5.9542e-02	-2.0906e+00	2.6583e+01	-3.5111e+01	4.4646e+02	1.1469e-01
MAFbin3	5.9394e-02	-3.5380e-01	4.4124e+00	-5.9569e+00	7.4291e+01	7.4994e-01
MAFbin4	6.0043e-02	4.8593e-01	7.0109e+00	8.0930e+00	1.1676e+02	8.3799e-01
MAFbin5	5.8625e-02	5.6278e-01	5.8891e+00	9.5998e+00	1.0045e+02	6.8839e-01
MAFbin6	5.9415e-02	4.5088e-01	3.2041e+00	7.5886e+00	5.3928e+01	7.2124e-01
MAFbin7	5.9469e-02	-3.0863e-01	5.6300e+00	-5.1897e+00	9.4671e+01	7.3829e-01
MAFbin8	5.9765e-02	-2.1174e-02	1.6902e+00	-3.5429e-01	2.8281e+01	9.5312e-01
MAFbin9	6.0284e-02	8.9446e-01	9.6544e+00	1.4837e+01	1.6015e+02	5.9385e-01
MAFbin10	5.8711e-02	-1.1740e+00	1.4671e+01	-1.9996e+01	2.4988e+02	3.8712e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.7076e-01	7.8929e+00	-4.7990e+05	3.9019e+06	8.6209e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.7460e+00	9.8505e+00	-1.0471e+03	5.9074e+03	5.6640e-01
Recomb_Rate_10kb	1.5151e+00	4.1487e+01	4.4437e+02	2.7382e+01	2.9328e+02	2.1871e-01
Nucleotide_Diversity_10kb	4.4496e+00	-3.6313e+00	9.3294e+01	-8.1609e-01	2.0967e+01	2.0104e-01
Backgrd_Selection_Stat	1.8503e-01	-9.5822e-02	2.5917e+00	-5.1786e-01	1.4007e+01	6.8464e-01
CpG_Content_50kb	1.0097e-02	3.7361e-02	3.1264e-01	3.7002e+00	3.0963e+01	2.1482e-01

---

File: Phe_250_42_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.9847e-01	6.8236e-01	-7.8359e+01	1.0727e+02	2.6745e-01
020222_ATAC_Stim_UT	6.4117e-03	-3.4342e-01	1.1038e+00	-5.3562e+01	1.7216e+02	4.2332e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-2.7590e-01	6.4322e-01	-4.9395e+02	1.1516e+03	3.5395e-02
ASoC_UT_11samp_WGS	4.8543e-04	1.1673e-01	3.3117e-01	2.4047e+02	6.8221e+02	4.1998e-01
MAFbin1	6.1034e-02	1.0313e+00	2.5985e+00	1.6897e+01	4.2575e+01	7.7057e-03
MAFbin2	5.9542e-02	-4.8292e-01	1.1924e+00	-8.1106e+00	2.0026e+01	4.8777e-02
MAFbin3	5.9394e-02	-1.4118e-01	4.4615e-01	-2.3771e+00	7.5118e+00	4.6539e-01
MAFbin4	6.0043e-02	-2.5612e-01	7.8350e-01	-4.2655e+00	1.3049e+01	1.9888e-01
MAFbin5	5.8625e-02	1.2101e-01	3.6435e-01	2.0641e+00	6.2150e+00	7.7084e-01
MAFbin6	5.9415e-02	-8.2155e-03	2.5414e-01	-1.3827e-01	4.2774e+00	7.3050e-01
MAFbin7	5.9469e-02	1.4699e-02	3.2126e-01	2.4718e-01	5.4021e+00	8.6311e-01
MAFbin8	5.9765e-02	3.2120e-01	7.4800e-01	5.3744e+00	1.2516e+01	4.1495e-01
MAFbin9	6.0284e-02	-1.1808e-01	5.0803e-01	-1.9587e+00	8.4273e+00	5.1391e-01
